Reporting starts,Reporting ends,Campaign name,Reach,Impressions,Link clicks,Landing page views,Post engagement,3-second video plays,ThruPlays,Post comments,Post saves,Post reactions,Post shares,Video plays at 50%,Leads,Amount Spent
19/12/2021,19/12/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_CPLPV_Qatar_May'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_CPMR_Qatar_May'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPL_Egypt_Mar'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPMR_Egypt_Mar'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPC_Egypt_Mar'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPE_Egypt_Mar'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
19/12/2021,19/12/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPE_Egypt_Dec'21,0,0,,,,,,,,,,,1,0
18/12/2021,18/12/2021,0016_Egypt_CPC_Dec'21,44072,50125,928,30,3422,2478,510,,,16,,926,,99.4
18/12/2021,18/12/2021,0016_CPLPV_Egypt_Dec'21,87824,123847,563,184,612,,,11,2,35,1,,,188.12
18/12/2021,18/12/2021,0016_Egypt_Remarketing_Dec'21,13680,23466,145,75,151,,,,,6,,,,44.03
18/12/2021,18/12/2021,0016_CPC_KSA_Dec'21,87247,88886,263,112,315,,,,8,33,11,,,464.33
18/12/2021,18/12/2021,0016_CPMR_Auction_Egypt_Dec'21,47872,48829,99,5,3810,3691,302,4,3,12,1,851,,52.28
18/12/2021,18/12/2021,0016_Egypt_CPA_PreOrder_Dec'21,9976,12758,51,24,59,,,4,,4,,,,69.33
18/12/2021,18/12/2021,0016_Egypt_CPA_CRM_Dec'21,10502,12043,38,21,42,,,1,,3,,,,69.02
18/12/2021,18/12/2021,0016_CPMR_KSA_Dec'21,112224,114533,23,7,7599,7560,530,,,15,1,813,,493.11
18/12/2021,18/12/2021,New campaign,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPL_Qatar_July'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_UAE_JulyAugSeptOct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPA_UAE_Conversions_Orders_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_UAE _JulyAugSepOct'21_Copy,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Awareness_CPC_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_July'21 – Copy,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_July'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPE_Egypt_July'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPL_Egypt_July'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPMR_Egypt_July'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_KSA_July'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_KSA_June'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPA_Qatar_May'21_SignUps,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_Remarketing_Qatar_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPA_Qatar_May'21_LPV,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_June'21_ABTest,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPLPV_Qatar_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_CPMR_Qatar_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPL_Egypt_Mar'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPMR_Egypt_Mar'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_Mar'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPE_Egypt_Mar'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
18/12/2021,18/12/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPE_Egypt_Dec'21,12612,12915,,,3906,3901,831,,1,4,,1586,,21.65
17/12/2021,17/12/2021,0016_Egypt_CPC_Dec'21,42404,47753,1015,21,3126,2098,378,1,,11,1,732,,101.18
17/12/2021,17/12/2021,0016_CPLPV_Egypt_Dec'21,78951,108908,595,204,648,,,11,7,31,4,,,185.68
17/12/2021,17/12/2021,0016_Egypt_Remarketing_Dec'21,14711,23681,160,84,167,,,1,1,4,1,,,43
17/12/2021,17/12/2021,0016_CPC_KSA_Dec'21,76825,81155,251,126,311,,,,9,46,5,,,438.04
17/12/2021,17/12/2021,0016_CPMR_Auction_Egypt_Dec'21,50922,53315,122,17,4059,3920,361,3,1,11,2,927,1,58.27
17/12/2021,17/12/2021,0016_Egypt_CPA_PreOrder_Dec'21,9908,12896,65,23,76,,,2,3,6,,,,70.29
17/12/2021,17/12/2021,0016_Egypt_CPA_CRM_Dec'21,11769,13743,46,24,55,,,2,,7,,,1,72.12
17/12/2021,17/12/2021,0016_CPMR_KSA_Dec'21,116056,117319,13,3,7935,7904,572,,,18,,864,,498.6
17/12/2021,17/12/2021,New campaign,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPL_Qatar_July'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_UAE_JulyAugSeptOct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPA_UAE_Conversions_Orders_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_UAE _JulyAugSepOct'21_Copy,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Awareness_CPC_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_July'21 – Copy,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_July'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPE_Egypt_July'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPL_Egypt_July'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPMR_Egypt_July'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_KSA_July'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_KSA_June'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPA_Qatar_May'21_SignUps,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_Remarketing_Qatar_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPA_Qatar_May'21_LPV,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_June'21_ABTest,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPLPV_Qatar_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_CPMR_Qatar_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPL_Egypt_Mar'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPMR_Egypt_Mar'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_Mar'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPE_Egypt_Mar'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
17/12/2021,17/12/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPE_Egypt_Dec'21,123904,153151,6,1,48447,48378,10886,,2,59,2,20432,,284.05
16/12/2021,16/12/2021,0016_Egypt_CPC_Dec'21,39896,45777,925,23,2897,1965,357,,,7,,708,,100.45
16/12/2021,16/12/2021,0016_CPLPV_Egypt_Dec'21,75214,107922,606,201,646,,,10,3,26,1,,,185.17
16/12/2021,16/12/2021,0016_Egypt_Remarketing_Dec'21,14811,25007,115,61,117,,,,,2,,,,43.95
16/12/2021,16/12/2021,0016_CPC_KSA_Dec'21,72833,77154,235,113,286,,,,5,33,13,,,432.72
16/12/2021,16/12/2021,0016_CPMR_Auction_Egypt_Dec'21,42665,43842,105,10,4138,4012,350,3,1,17,,962,,60.37
16/12/2021,16/12/2021,0016_Egypt_CPA_PreOrder_Dec'21,9040,11955,62,29,73,,,3,,8,,,3,68.21
16/12/2021,16/12/2021,0016_Egypt_CPA_CRM_Dec'21,10244,12412,48,27,58,,,3,2,3,2,,2,69.63
16/12/2021,16/12/2021,0016_CPMR_KSA_Dec'21,109471,109710,17,4,7498,7458,488,,3,20,,726,,499.93
16/12/2021,16/12/2021,New campaign,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
16/12/2021,16/12/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
