Reporting starts,Reporting ends,Campaign name,Reach,Impressions,Link clicks,Landing page views,Post engagement,3-second video plays,ThruPlays,Post comments,Post saves,Post reactions,Post shares,Video plays at 50%,Leads,Amount Spent
25/07/2021,25/07/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPL_Qatar_July'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPMR_UAE_JulyAugSeptOct'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPA_UAE_Conversions_Orders_JulyAugSepOct'21,15860,20913,113,69,119,,,2,1,3,,,2,352.28
25/07/2021,25/07/2021,0016_CPLPV_UAE _JulyAugSepOct'21_Copy,14280,29632,182,69,182,,,,,,,,,213.58
25/07/2021,25/07/2021,0016_CPLPV_UAE_JulyAugSepOct'21,13908,29351,153,78,154,,,,,1,,,,213.38
25/07/2021,25/07/2021,0016_Awareness_CPC_UAE_JulyAugSepOct'21,21220,27497,555,29,3171,2599,667,,,17,,408,,230.91
25/07/2021,25/07/2021,0016_L_CPC_Egypt_July'21 – Copy,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPC_Egypt_July'21,23808,25857,751,98,2528,1757,442,6,3,8,3,625,2,33.41
25/07/2021,25/07/2021,0016_L_CPE_Egypt_July'21,361661,456066,248,110,11881,,,57,20,6639,14,,1,1014.86
25/07/2021,25/07/2021,0016_L_CPL_Egypt_July'21,10340,11655,52,9,58,,,3,1,2,,,15,64.89
25/07/2021,25/07/2021,0016_L_CPMR_Egypt_July'21,107361,109264,864,78,12808,11906,1432,8,4,26,,545,2,174.91
25/07/2021,25/07/2021,0016_CPMR_KSA_July'21,54320,54553,17,,6133,6035,582,,,81,,583,,383.6
25/07/2021,25/07/2021,0016_CPMR_KSA_June'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPA_Qatar_May'21_SignUps,16556,23350,268,101,268,,,,,,,,1,506.71
25/07/2021,25/07/2021,0016_Remarketing_Qatar_May'21,4120,6157,31,12,31,,,,,,,,,34.6
25/07/2021,25/07/2021,0016_CPA_Qatar_May'21_LPV,22984,56508,342,175,342,,,,,,,,,305.18
25/07/2021,25/07/2021,0016_L_CPC_Egypt_June'21_ABTest,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_CPLPV_Qatar_May'21,41312,95178,406,92,415,,,,,9,,,,306.56
25/07/2021,25/07/2021,0016_CPMR_Qatar_May'21,104480,112548,395,32,12770,12350,3255,1,2,22,,3549,2,432.75
25/07/2021,25/07/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPL_Egypt_Mar'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPMR_Egypt_Mar'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPC_Egypt_Mar'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPE_Egypt_Mar'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
25/07/2021,25/07/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPE_Egypt_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPC_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_Egypt_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_Remarketing_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPC_KSA_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_Auction_Egypt_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_PreOrder_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_CRM_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_KSA_Dec'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,New campaign,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPL_Qatar_July'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPMR_UAE_JulyAugSeptOct'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPA_UAE_Conversions_Orders_JulyAugSepOct'21,15036,19311,96,65,104,,,,2,5,1,,3,372.37
24/07/2021,24/07/2021,0016_CPLPV_UAE _JulyAugSepOct'21_Copy,16388,32659,181,68,182,,,,,1,,,,228.24
24/07/2021,24/07/2021,0016_CPLPV_UAE_JulyAugSepOct'21,15948,32263,163,64,164,,,,,,1,,1,229.69
24/07/2021,24/07/2021,0016_Awareness_CPC_UAE_JulyAugSepOct'21,20472,26080,567,36,3249,2667,626,,,15,,390,,204.87
24/07/2021,24/07/2021,0016_L_CPC_Egypt_July'21 – Copy,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPC_Egypt_July'21,27624,29888,741,108,3004,2242,512,12,2,7,,756,,34.57
24/07/2021,24/07/2021,0016_L_CPE_Egypt_July'21,286017,312112,126,51,61835,56119,38262,29,6,3366,10,43298,2,754.1
24/07/2021,24/07/2021,0016_L_CPL_Egypt_July'21,10684,12387,67,4,80,,,4,,9,,,8,56.86
24/07/2021,24/07/2021,0016_L_CPMR_Egypt_July'21,136479,141933,945,100,15197,14195,1444,16,6,34,1,645,,190.11
24/07/2021,24/07/2021,0016_CPMR_KSA_July'21,56080,59379,25,,6758,6667,645,,,65,1,643,,383.73
24/07/2021,24/07/2021,0016_CPMR_KSA_June'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPA_Qatar_May'21_SignUps,18736,25825,270,96,272,,,,,2,,,,529.9
24/07/2021,24/07/2021,0016_Remarketing_Qatar_May'21,8808,20422,120,50,121,,,,,1,,,,107.4
24/07/2021,24/07/2021,0016_CPA_Qatar_May'21_LPV,23744,59385,393,191,393,,,,,,,,,327.21
24/07/2021,24/07/2021,0016_L_CPC_Egypt_June'21_ABTest,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_CPLPV_Qatar_May'21,40912,95375,361,72,371,,,,,10,,,,320.19
24/07/2021,24/07/2021,0016_CPMR_Qatar_May'21,104832,111967,304,24,11370,11046,2700,,1,19,,2936,,383.49
24/07/2021,24/07/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPL_Egypt_Mar'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPMR_Egypt_Mar'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPC_Egypt_Mar'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPE_Egypt_Mar'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
24/07/2021,24/07/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPE_Egypt_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPC_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_Egypt_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_Remarketing_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPC_KSA_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_Auction_Egypt_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_PreOrder_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_CRM_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_KSA_Dec'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,New campaign,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPL_Qatar_July'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPMR_UAE_JulyAugSeptOct'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPA_UAE_Conversions_Orders_JulyAugSepOct'21,15656,20119,101,71,104,,,1,,2,,,4,362.85
23/07/2021,23/07/2021,0016_CPLPV_UAE _JulyAugSepOct'21_Copy,17000,32921,210,67,211,,,,,1,,,,221.08
23/07/2021,23/07/2021,0016_CPLPV_UAE_JulyAugSepOct'21,17084,33153,185,58,186,,,,,1,,,,220.57
23/07/2021,23/07/2021,0016_Awareness_CPC_UAE_JulyAugSepOct'21,21917,29067,600,39,3322,2703,573,,,19,,376,,221.56
23/07/2021,23/07/2021,0016_L_CPC_Egypt_July'21 – Copy,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPC_Egypt_July'21,31472,34078,803,139,3245,2408,525,19,5,10,,770,2,34.77
23/07/2021,23/07/2021,0016_L_CPE_Egypt_July'21,79728,84771,5,1,52715,52700,34486,,,10,,39677,,275.89
23/07/2021,23/07/2021,0016_L_CPL_Egypt_July'21,10548,12102,57,4,64,,,4,,3,,,10,59.12
23/07/2021,23/07/2021,0016_L_CPMR_Egypt_July'21,149118,155682,1037,92,15957,14873,1493,8,6,33,,666,1,196.09
23/07/2021,23/07/2021,0016_CPMR_KSA_July'21,55568,56338,25,,6633,6555,578,1,,51,1,579,,397.88
23/07/2021,23/07/2021,0016_CPMR_KSA_June'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPA_Qatar_May'21_SignUps,16844,22556,258,99,260,,,,,2,,,,520.83
23/07/2021,23/07/2021,0016_Remarketing_Qatar_May'21,9020,19788,118,52,118,,,,,,,,,107.8
23/07/2021,23/07/2021,0016_CPA_Qatar_May'21_LPV,25784,58208,274,120,275,,,,,1,,,,328.85
23/07/2021,23/07/2021,0016_L_CPC_Egypt_June'21_ABTest,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_CPLPV_Qatar_May'21,40040,93117,375,62,385,,,,,10,,,,324.56
23/07/2021,23/07/2021,0016_CPMR_Qatar_May'21,107935,116999,286,24,10642,10324,2096,2,1,29,,2294,,395.32
23/07/2021,23/07/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPL_Egypt_Mar'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPMR_Egypt_Mar'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPC_Egypt_Mar'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPE_Egypt_Mar'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
23/07/2021,23/07/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_CPE_Egypt_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_Egypt_CPC_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_CPLPV_Egypt_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_Egypt_Remarketing_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_CPC_KSA_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_CPMR_Auction_Egypt_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_Egypt_CPA_PreOrder_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_Egypt_CPA_CRM_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,0016_CPMR_KSA_Dec'21,0,0,,,,,,,,,,,,0
22/07/2021,22/07/2021,New campaign,0,0,,,,,,,,,,,,0
